input_text,aspect,polarity,extracted_nouns
went fiance tuesday evening,anecdotesmiscellaneous,neutral,"['fiance', 'evening']"
menu consisted standard brassiere food better places like balthazar etc,food,positive,"['balthazar', 'food', 'menu', 'places']"
dont dine tamarind vegetarian dishes simply par nonveg selections,food,conflict,"['selections', 'dishes']"
food good cant lie,food,positive,['food']
entree hot pot seafood full imitation crabmeat couple pieces shrimp squid unnecessarily heated burner,food,negative,"['crabmeat', 'couple', 'pieces', 'shrimp', 'squid', 'burner', 'seafood', 'imitation', 'entree', 'pot']"
love atmosphere felt like paris,ambience,positive,"['atmosphere', 'love']"
friends experienced amazing cheese delicious new summer menu artisanal last night,food,positive,"['menu', 'friends', 'summer', 'night', 'cheese', 'artisanal']"
go romantic dinner wow dining experience,anecdotesmiscellaneous,conflict,"['dinner', 'experience', 'dining']"
lobster sandwich 24 although good nearly enough warrant price,food,conflict,"['lobster', 'sandwich', 'price', 'warrant']"
go relax feel like somewhere else,anecdotesmiscellaneous,positive,[]
would highly recommend place anyone looking casual atmosphere whisks away left bank river seine,ambience,positive,"['atmosphere', 'place', 'seine', 'river']"
bread beginning super tasty makes want pizza delicious comes personal sizes however warned peters favourite pizza prosciutto baby arugula actually margarite pizza cold prosciutto baby arugula top like salad,food,positive,"['baby', 'bread', 'arugula', 'prosciutto', 'sizes', 'salad', 'makes', 'pizza']"
thr moshphere compact modern yet cozy,ambience,positive,[]
done new york big deal,anecdotesmiscellaneous,neutral,['deal']
great food spinach corn dumplings massamman curry friendly nonsense service clean funky bathroom,ambience,positive,"['food', 'spinach', 'nonsense', 'bathroom', 'dumplings', 'service', 'corn']"
rushing us absolutely unnecessary,anecdotesmiscellaneous,negative,[]
tuk tuk one comfortable neighborhood joints know always good meal fair price,price,positive,"['price', 'neighborhood', 'joints', 'meal']"
nothing stands cooking,food,neutral,[]
im trying say restaurant far best thai food restaurant ive ever,anecdotesmiscellaneous,positive,"['food', 'restaurant']"
takes real pride food business,food,positive,"['business', 'food', 'pride']"
prix fixe menu worth every penny get enough quantity quality,price,positive,"['penny', 'menu', 'quality', 'quantity', 'fixe']"
service descent even small place packed,service,positive,"['descent', 'place', 'service']"
burger great also,food,positive,['burger']
straight cheap good food,food,positive,['food']
going since opened seen quality value decrease considerably,anecdotesmiscellaneous,negative,"['decrease', 'value', 'quality']"
found service average could 13 us,anecdotesmiscellaneous,positive,"['service', 'average']"
far best pizza manhattan,food,positive,['pizza']
pleasantly surprised find gem hoboken,anecdotesmiscellaneous,positive,"['hoboken', 'gem']"
pastrami sandwich like buttah pickles icy cold beer wash pleasurable experience,food,positive,"['experience', 'pastrami', 'beer']"
authentic shanghai style recommend better shanghai place new york,ambience,positive,['style']
barebecued salmon elegantly spiced dry,food,positive,['dry']
review treked brooklyn,anecdotesmiscellaneous,neutral,[]
waitresses nicealso get counter service sit,service,positive,"['service', 'waitresses']"
workers ignore talk female customers times theyve skipped order,service,negative,"['order', 'workers', 'times', 'customers', 'talk']"
takes forever get drink almost always forget bring something although dont forget charge,service,negative,['charge']
visiting youll enjoy ambiance fact time sq,ambience,positive,"['ambiance', 'fact', 'time', 'sq']"
pesto pizza excellent thincrust pizza nice amount spicy italian cheese id never heard,food,positive,"['cheese', 'amount']"
tiny williamsburg spot always pleasantly surprising,anecdotesmiscellaneous,positive,['spot']
would never wait table eat great,anecdotesmiscellaneous,negative,['table']
dessert split chocolate cake vanilla gelato espresso tasty thought bit overpriced,price,negative,"['dessert', 'chocolate', 'thought', 'gelato', 'vanilla', 'bit', 'cake', 'espresso']"
service friendly atmosphere casual,ambience,positive,"['atmosphere', 'service']"
save time trouble skip one,anecdotesmiscellaneous,negative,"['trouble', 'time']"
wine list huge def well selected,food,conflict,"['well', 'wine', 'def', 'list']"
looking outside one would hesitate enter hole wall really thats,ambience,negative,"['wall', 'hole']"
food nothing like menu description,food,negative,"['description', 'food', 'menu']"
scrapped bottom vessel make rice result large chunks burnt rice serving bowl,food,negative,"['rice', 'bowl', 'chunks', 'vessel']"
step cosette youre miraculously small offthebeaten path parisian bistro,ambience,neutral,"['step', 'path']"
try pad thai fabulous prices cheap,price,positive,"['prices', 'pad']"
plain slice great get toppings whole slice topped sparsely sprinkled like places,food,positive,"['slice', 'places', 'toppings']"
id highly recommend special occasion provides intimate setting nice service,service,positive,"['occasion', 'service']"
try congee donut like deep fried dough call ow ley soh delicious sweet tasting bread,food,positive,"['dough', 'bread', 'donut']"
ill keep short,anecdotesmiscellaneous,neutral,[]
ordered tamarind duck wife ordered noodles ground beef delighted way dishes evoked thai flavors unexpected ways,food,positive,"['ground', 'beef', 'way', 'dishes', 'ways', 'wife', 'flavors', 'noodles', 'duck', 'tamarind']"
finally unable make gin tonic couldnt find tonic,service,negative,"['tonic', 'gin']"
actually gave 10 tip never done despite mediocre food service felt totally ripped,food,neutral,"['tip', 'food', 'service']"
food great service name cantonese,food,positive,"['food', 'name', 'service', 'cantonese']"
prices dressed atmosphere expect get,price,negative,"['prices', 'atmosphere']"
would definently recommend restaurant,anecdotesmiscellaneous,positive,['restaurant']
pay lot decore food better worse lot chinese asian fusion places ny,price,negative,"['food', 'lot', 'fusion', 'decore']"
try sea bass,food,positive,"['bass', 'sea']"
cute decorative,ambience,positive,[]
could get appetizer cheese fondue,food,neutral,"['cheese', 'fondue', 'appetizer']"
surprised say least find practice worth effort,anecdotesmiscellaneous,negative,"['say', 'effort', 'practice']"
typical pizza joint good low key fairly cheap nice sit dinner,price,positive,"['sit', 'dinner', 'key', 'joint', 'pizza']"
boyfriend ny days pastis place came recommended,anecdotesmiscellaneous,neutral,"['place', 'pastis', 'days']"
perfect place amanzing indian food,food,positive,['place']
could drank 4 glasses water still parched watch,food,negative,"['water', 'glasses', 'watch']"
two star chefs left quite time ago open place,anecdotesmiscellaneous,neutral,"['chefs', 'place', 'time', 'star']"
plan eating often,anecdotesmiscellaneous,positive,['plan']
salmon dish fine price paid expected type flavor,food,conflict,"['dish', 'price', 'salmon', 'type', 'flavor']"
felt though eating paris,ambience,positive,[]
food mediocre best horrible service made vow never go back,food,neutral,"['food', 'service', 'vow']"
pair food excellent beers tap well priced wine list,price,positive,"['food', 'wine', 'list', 'beers']"
instead ordered ice cold beer works indian,anecdotesmiscellaneous,neutral,"['beer', 'ice']"
although typical kind water would like questions service good overall relaxing place eat,service,positive,"['questions', 'water', 'place', 'service']"
absolutely loved place,anecdotesmiscellaneous,positive,['place']
large two people nothing left,food,positive,['people']
bottles wine cheap good,food,positive,['wine']
suan great place often take friends classmates,anecdotesmiscellaneous,positive,"['classmates', 'place', 'friends']"
cant beat prices,price,positive,['prices']
everytime decide try another place ues get angry didnt go zucchero pomodori,anecdotesmiscellaneous,conflict,"['place', 'ues']"
way days gone,anecdotesmiscellaneous,neutral,"['days', 'way']"
food came wrong waiter found wine showed end meal,service,negative,"['food', 'meal', 'end', 'waiter', 'wine']"
never problems charging meal tip food delivered quickly live minutes walk,service,positive,"['food', 'minutes', 'meal', 'tip', 'problems']"
perfect spot,anecdotesmiscellaneous,positive,['spot']
authentic food real service rush get sometimes try push door,service,positive,"['rush', 'food', 'door', 'service']"
wont break bank,price,positive,['bank']
food inconsistent,food,negative,['food']
perfect quiet relaxing delicious accompaniment afternoon theater,ambience,positive,"['theater', 'afternoon', 'accompaniment']"
yes dal bukhara dam good kababs,food,positive,"['dal', 'kababs']"
one best restaurants ive ever,anecdotesmiscellaneous,positive,['restaurants']
food good certainly il mulino service horrendous,service,negative,"['food', 'service', 'mulino', 'il']"
also dont plan asking favorite roll menu cant,service,negative,"['menu', 'roll']"
big gawky outside,ambience,negative,['gawky']
sushi wasnt anything spectacular price,price,negative,"['price', 'sushi']"
first wrong bread came appetizer tried order second glass wine main course,service,negative,"['bread', 'order', 'course', 'wine', 'appetizer', 'glass']"
price quality fish alone keep us making return visit,price,negative,"['fish', 'price', 'quality', 'return', 'visit']"
drinks saving grace service staff please get,food,positive,"['grace', 'service', 'staff', 'drinks']"
spicy tuna salmon best weve ever,food,positive,"['tuna', 'salmon']"
ingredients organic real plus,food,positive,['ingredients']
100 lb girl glass wine glass beer prior dinner still hungry visit place,anecdotesmiscellaneous,negative,"['lb', 'girl', 'dinner', 'beer', 'visit', 'wine', 'place', 'glass']"
great pizza lunch place,food,positive,"['lunch', 'place', 'pizza']"
best shabushabu restaurant trystate area,food,positive,"['trystate', 'restaurant']"
recommend try hidden spot surely blowup soon,anecdotesmiscellaneous,positive,['spot']
saul best restaurant smith street brooklyn,anecdotesmiscellaneous,positive,[]
pretty inexpensive,price,positive,[]
love cozy around way rest,ambience,positive,"['way', 'rest']"
pizza really good,food,positive,['pizza']
complimentary stuff kept coming waiter saw opening gift received dessert plate happy birthday written candlevery nice touch attentive staff,service,positive,"['birthday', 'dessert', 'stuff', 'touch', 'waiter', 'staff', 'plate', 'candlevery', 'gift', 'opening']"
problem manager complete incompetent,service,negative,"['manager', 'problem']"
wont go back unless someone else footing bill,price,negative,['bill']
drinks inventive delicious classy,food,positive,[]
would highly recommend place anyone looking fine indian dining experience definitely value dollar,food,positive,"['place', 'experience', 'dining', 'dollar']"
place many times always great food wine service,food,positive,"['food', 'times', 'wine', 'place', 'service']"
defitely must visit,anecdotesmiscellaneous,positive,[]
price quality fish alone keep us making return visit,food,negative,"['fish', 'price', 'quality', 'return', 'visit']"
